WT0;WT1;WT2;WT3;WT4;WT5;WT6;WT7;MT0;MT1;MT2;MT3;MT4;MT5;MT6;MT7
20.233;19.89;19.857;19.857;19.725;19.976;19.732;19.713;20.049;19.839;19.898;19.856;19.655;19.679;19.824;19.655
