WT0;WT1;WT2;WT3;WT4;WT5;WT6;MT0;MT1;MT2;MT3;MT4;MT5;MT6
19.352;19.256;19.435;19.51;19.183;19.436;19.363;19.657;19.739;19.574;19.689;19.623;19.43;19.542
