WT0;WT1;WT2;WT3;WT4;WT5;WT6;WT7;MT0;MT1;MT2;MT3;MT4;MT5;MT6;MT7;BLANK
1.2962686567164179;1.2759158751696063;1.2074287652645863;1.2424355495251018;1.2800881953867027;1.3204884667571235;1.3134667571234735;1.1885006784260514;1.23236092265943;1.2135345997286293;1.210583446404342;1.234090909090909;1.2673677069199456;1.230325644504749;1.2368385345997286;1.2289009497964722;1.1936906377204886
1.3115734057909485;1.2759106733463532;1.2049927825422435;1.244425575273839;1.2823299651863802;1.323698734822111;1.314732104950327;1.1908295830856757;1.2318926721575953;1.2135518383289463;1.2088647363505136;1.2343381166680818;1.2669440434745691;1.2311794175087034;1.2402479409017577;1.2286320794769465;1.1974526619682433
1.3090167417353615;1.2792385484830457;1.209382170476757;1.247012832497663;1.2834197331520352;1.325639500297442;1.31462564799864;1.1904138692954873;1.2373247216792724;1.216316818220447;1.21478711651228;1.2370187813376392;1.2676128155009772;1.2306960142772159;1.2395682841845839;1.228146511430271;1.1951049545338657
1.3064220183486237;1.2767584097859326;1.2085626911314982;1.2448521916411825;1.2841997961264016;1.3226299694189605;1.3141692150866462;1.1897043832823648;1.237716615698267;1.2151885830784912;1.2123343527013253;1.236289500509684;1.2694189602446482;1.2300713557594294;1.2384301732925587;1.2275229357798165;1.1956167176350663
1.3002634934126645;1.2773140671483212;1.2071398215044622;1.2452868678283042;1.2888397790055248;1.3266808329791753;1.3116872078198043;1.1909222269443263;1.2379430514237142;1.2147896302592434;1.210913727156821;1.2373310667233317;1.2682362940926477;1.2298852528686781;1.2378410539736506;1.2271313217169568;1.1937781555461113
1.3038079891442624;1.2765329488592994;1.2054957170723433;1.2432533288101093;1.2810109405478751;1.3210075481299295;1.3094054787549825;1.190942244084471;1.2337884827410737;1.2129251123738445;1.2077347129166314;1.2333813925875667;1.260859977949283;1.2304299889746417;1.2338902552794504;1.2279874480536;1.192061742006615
1.3138432740576873;1.276678294903429;1.20653450182932;1.2462520207606567;1.2797413426359228;1.323134518846252;1.3131285629201055;1.1910150599846847;1.232774610737684;1.2142942227516378;1.2111290734280606;1.234510337786097;1.2668765421594486;1.2325704075555177;1.2371649791542583;1.2287926486854421;1.1941802093082616
1.312860668993106;1.27660226402247;1.2069452719380371;1.2444293131330324;1.2799727636394587;1.3226657587879818;1.315005532385735;1.1921355008936931;1.2319686781853774;1.2144012256362242;1.2106221806111157;1.2343178142820663;1.2670014469316535;1.230130223848838;1.2387096774193547;1.2293131330325986;1.1958124095667717
1.3093228989452195;1.2767608029942157;1.2047975501871384;1.2468526709765226;1.2794147669275264;1.3200408302143585;1.3109561075195644;1.1905069751616195;1.2314392650561414;1.2134739707383464;1.2084722694794148;1.2329703980945899;1.265226267437904;1.2288873766587274;1.2361347397073834;1.227356243620279;1.192956788023137
1.3339568100663155;1.2758034347900016;1.2027546335657202;1.243972113586125;1.2776398571671486;1.320489712633906;1.3085529671824518;1.1903077707872811;1.2301989457575244;1.2117326985206598;1.2087740180241457;1.2313212038768917;1.2639687128039447;1.2284645468457744;1.2337697670464207;1.2260159836762454;1.1921441931644279
1.3007922310247892;1.2760541783797597;1.207564528494761;1.2436493738819319;1.2792231024789167;1.3197035522616918;1.3120368004088934;1.1894709941221568;1.2329159212880143;1.2142090467671862;1.2103245591617686;1.2333248147201634;1.2654229491438793;1.2292358803986712;1.236084845387171;1.2281114234602606;1.193764375159724
1.3148217636022512;1.2772641992154188;1.2081869350162031;1.2452328159645232;1.2870885212348624;1.323827392120075;1.3155381204161691;1.1896639945420433;1.2368412075729147;1.2158621865938937;1.2123827392120075;1.2354084939450793;1.2672352038205696;1.2311103530615723;1.2377622377622377;1.2277332423673886;1.1983626129967593
1.305521472392638;1.278118609406953;1.206646216768916;1.2436605316973415;1.2815950920245398;1.3238241308793455;1.3111451942740286;1.190081799591002;1.235480572597137;1.213803680981595;1.209713701431493;1.232924335378323;1.2638036809815951;1.2287321063394683;1.235480572597137;1.2263803680981595;1.193047034764826
1.3080767590618336;1.2792153518123668;1.2070618336886991;1.2432921108742003;1.282592750533049;1.3235309168443494;1.3092025586353941;1.189867803837953;1.2365373134328357;1.214737739872068;1.2094157782515988;1.2331599147121535;1.2622260127931768;1.230089552238806;1.2348997867803837;1.226609808102345;1.1934498933901916
1.3047887323943663;1.2753905249679898;1.2083994878361075;1.244763124199744;1.282663252240717;1.3237387964148528;1.310627400768246;1.1890396927016644;1.2361587708066581;1.215774647887324;1.2136235595390525;1.2346222791293213;1.2690396927016645;1.2302176696542895;1.2362612035851475;1.2286811779769524;1.192932138284251
1.315079703350098;1.2755945784673088;1.2049100673429376;1.2429630892507033;1.2803000596709573;1.3234677350609496;1.3114994459125393;1.1894638138266131;1.23498422981843;1.2129912198448554;1.2094109624072968;1.2328360753558947;1.2634217031796096;1.2286420595004688;1.2352911090273635;1.226187025829;1.1935555366123944
1.3038225255972697;1.2775085324232083;1.2067576791808874;1.243924914675768;1.2769965870307167;1.3222525597269625;1.3119112627986351;1.1900682593856657;1.2298976109215018;1.2126962457337882;1.2099317406143346;1.2339931740614336;1.2643003412969283;1.228976109215017;1.235221843003413;1.227849829351536;1.1927303754266212
1.3138708575333105;1.2790228903313974;1.2065596173556543;1.244174923129484;1.2767680218653912;1.3212504270584213;1.3098735907072088;1.190570550051247;1.2304407242910829;1.2135292107960367;1.209531943969935;1.2340280150324563;1.2636487871540827;1.227263409634438;1.2340280150324563;1.2276733857191662;1.1926204304748889
1.3136896109448482;1.2765455322787516;1.206772124839675;1.24258230012826;1.2801368106028217;1.323950406156477;1.3136896109448482;1.1916887558785805;1.231603249251817;1.214980761008978;1.210671227020094;1.234784095767422;1.2665925609234714;1.2299615220179565;1.238067550235143;1.2281145788798633;1.1944591705857202
1.3149350649350648;1.2759740259740258;1.205023923444976;1.2440874914559124;1.279254955570745;1.3211893369788104;1.3097060833902938;1.1901572112098426;1.2310663021189339;1.2134313055365684;1.2100478468899518;1.233321941216678;1.2644907723855092;1.2285030758714965;1.2354750512645247;1.2265550239234446;1.1917976760082023
1.3133236475514913;1.2764037261772498;1.2060507648918894;1.2457396803691991;1.279788052303222;1.319989744466285;1.3118878728313819;1.191590462353645;1.2297410477736948;1.212409195795231;1.2100504230407658;1.234356037945475;1.2637894197077173;1.2285103837278866;1.2354841466541324;1.2271771643449279;1.1952824544910692
1.317697447318828;1.2795614185369197;1.20945691279767;1.246976186397122;1.282747986979613;1.3240705842042144;1.3159499743018674;1.1922905602192906;1.2364913482953572;1.215521672091828;1.2131574438924102;1.235566215521672;1.2650676717491862;1.2316600993661126;1.23782765119068;1.2276511906801437;1.1953743361315745
1.3287955422203173;1.2787998285469353;1.2096699528504071;1.245983711958851;1.283737676810973;1.324269181311616;1.3151135876553792;1.1902271753107585;1.2382683240462922;1.2168709815687955;1.214710672953279;1.2387826832404627;1.2655293613373337;1.2300385769395625;1.2389884269181308;1.2274667809687096;1.1954736390912986
1.3248263442243378;1.2807820941600205;1.2107023411371238;1.2462052997170054;1.284178029328531;1.3262670439927966;1.3157705171083098;1.1913558013892462;1.2377669153588888;1.2166709544635965;1.2160535117056857;1.2394134293799846;1.267404167738616;1.2309750450218677;1.239310522253666;1.2291227167481347;1.1972215075894006
1.3142906129447065;1.2786969567081012;1.2092584654950707;1.24495499357051;1.2831204457779684;1.3239605657951132;1.3093527646806684;1.1904329189884268;1.238062580368624;1.2167681097299614;1.2141963137591083;1.2362108872696098;1.2642948992713245;1.229627089584226;1.2345649378482637;1.2281868838405485;1.1933133304757821
1.2990231362467866;1.2782519280205655;1.2051413881748072;1.244421593830334;1.2795886889460153;1.3259640102827766;1.30879177377892;1.1901285347043702;1.2297172236503855;1.212853470437018;1.2094601542416452;1.2341388174807197;1.2640616966580978;1.2289974293059125;1.233624678663239;1.2282776349614393;1.1926992287917737
1.3002831402831403;1.277940797940798;1.2074131274131275;1.2450965250965251;1.28010296010296;1.3218018018018018;1.313976833976834;1.1917631917631917;1.2311969111969112;1.2135907335907337;1.2117374517374517;1.2354182754182752;1.2652767052767053;1.2294465894465894;1.2366537966537967;1.2287258687258686;1.1939253539253538
1.3074426989441155;1.2774658768993046;1.2064898274530003;1.2462528972443985;1.281071336595416;1.3235127478753541;1.3118722637136235;1.1911408704609838;1.2320370847283029;1.2152459438578418;1.211743497295905;1.2359515838269377;1.2662374452742724;1.2300798351789852;1.2354365181560647;1.2278135462271438;1.1926860674736026
1.3037648272305313;1.2803506962351727;1.2101083032490974;1.2493037648272305;1.2820010314595152;1.3216090768437339;1.3123259412068078;1.1920577617328518;1.2332129963898917;1.216090768437339;1.2133058277462607;1.2364105208870553;1.2660134089736976;1.230221763795771;1.2348633316142341;1.227746260959257;1.193604951005673
1.3167639986259017;1.2796633459292337;1.2075231879079351;1.2457574716592235;1.2809000343524561;1.32500858811405;1.3127447612504293;1.1911370663002403;1.2314324974235658;1.2140158021298522;1.211233253177602;1.236791480590862;1.2658536585365852;1.2306080384747506;1.2356578495362416;1.2265888010992783;1.1944349020954999
1.3153905645784996;1.277030162412993;1.2085589069347769;1.2442382057231245;1.2885795308069092;1.323124516627997;1.308894044856922;1.1898943026553235;1.2351637019850477;1.2150554266563547;1.2128899200824954;1.2361948955916475;1.2653776746584173;1.2291827790667698;1.234338747099768;1.2262954369682908;1.1920598092291828
1.3079277730008598;1.2784178847807395;1.209595872742906;1.2446775580395526;1.2828546861564918;1.3230954428202923;1.3105073086844368;1.1897850386930353;1.2373516766981942;1.2149613069647462;1.2134135855546;1.2353912295786758;1.2656233877901975;1.229200343938091;1.235597592433362;1.2267239896818574;1.1926741186586411
1.298607529654461;1.2777720474471377;1.2076328004125838;1.2436307374935534;1.2815884476534294;1.3218153687467766;1.3100567302733366;1.190510572460031;1.235069623517277;1.2152656008251674;1.2118617844249613;1.2351727694687984;1.2634347601856628;1.227127385250129;1.235379061371841;1.2264053635894792;1.191542031975245
1.310226197643416;1.2788509503741292;1.2083598520684613;1.2431409649952694;1.2827728562827898;1.3228175797712223;1.3098133654425044;1.1905048593790313;1.23519394512772;1.2143459189816805;1.2115593016255266;1.2373613141825062;1.2631633267394857;1.2300335426163238;1.2359164014793154;1.2256988045067516;1.1917433559817665
1.3203408797452012;1.2785056382887148;1.208160454506327;1.2427649134888525;1.2819144357407248;1.322200223809934;1.3090815184643196;1.1908065765688216;1.235430834122407;1.215597830765258;1.2118791426357924;1.2358440216923474;1.2637341826633384;1.229852801928209;1.2347077558750108;1.2257209262288027;1.1934922957734355
